"","KO","trinity","path"
"21335","K00991","TRINITY_DN45568_c0_g1_i1","ko00900"
"21336","K13762","TRINITY_DN45544_c0_g1_i1","ko00230"
"21338","K05633","TRINITY_DN45553_c0_g1_i1","ko04120"
"21342","K04532","TRINITY_DN45517_c0_g1_i1","ko05010"
"21345","K09592","TRINITY_DN45523_c0_g1_i1","ko04066"
"21348","K01738","TRINITY_DN13048_c0_g1_i1","ko00270"
"21352","K01969","TRINITY_DN45500_c0_g1_i1","ko00280"
"21355","K00845","TRINITY_DN45590_c0_g1_i1","ko00010"
"21359","K10737","TRINITY_DN42544_c0_g1_i1","NA"
"21364","K00927","TRINITY_DN42528_c0_g1_i1","ko00010"
"21365","K04084","TRINITY_DN42506_c0_g1_i1","NA"
"21367","K12828","TRINITY_DN42599_c0_g1_i1","ko03040"
"21368","K09592","TRINITY_DN42577_c0_g1_i1","ko04066"
"21373","K06889","TRINITY_DN3985_c0_g1_i3","NA"
"21379","K00889","TRINITY_DN3910_c0_g2_i4","ko00562"
"21381","K12175","TRINITY_DN3935_c1_g2_i5","NA"
"21382","K12175","TRINITY_DN3935_c1_g1_i2","NA"
"21384","K03312","TRINITY_DN3945_c0_g1_i2","NA"
"21385","K12589","TRINITY_DN3951_c0_g1_i1","ko03018"
"21388","K08853","TRINITY_DN3911_c0_g1_i1","NA"
"21389","K01595","TRINITY_DN3963_c0_g2_i2","ko00620"
"21394","K14803","TRINITY_DN3941_c0_g2_i1","NA"
"21395","K00599","TRINITY_DN3977_c1_g1_i2","NA"
"21398","K16055","TRINITY_DN44577_c0_g1_i1","ko00500"
"21409","K03265","TRINITY_DN3980_c1_g1_i1","ko03015"
"21410","K01358","TRINITY_DN3980_c2_g1_i1","ko04112"
"21413","K14411","TRINITY_DN3926_c0_g1_i1","ko03015"
"21416","K13348","TRINITY_DN3924_c0_g1_i1","ko04146"
"21418","K20855","TRINITY_DN3987_c0_g1_i1","NA"
"21424","K17279","TRINITY_DN3982_c0_g2_i1","NA"
"21426","K15100","TRINITY_DN3964_c0_g1_i4","NA"
"21430","K02016","TRINITY_DN3972_c1_g2_i1","NA"
"21431","K02016","TRINITY_DN3972_c1_g1_i3","NA"
"21441","K12815","TRINITY_DN3916_c1_g1_i3","ko03040"
"21445","K07407","TRINITY_DN3986_c0_g1_i1","ko00052"
"21446","K07407","TRINITY_DN3986_c0_g2_i3","ko00052"
"21449","K10575","TRINITY_DN3965_c0_g1_i4","ko04120"
"21450","K12882","TRINITY_DN3913_c0_g1_i1","ko03013"
"21454","K12821","TRINITY_DN3913_c1_g1_i1","ko03040"
"21460","K10301","TRINITY_DN3978_c0_g1_i3","NA"
"21461","K00783","TRINITY_DN3998_c0_g1_i1","NA"
"21468","K15430","TRINITY_DN3994_c4_g1_i1","NA"
"21469","K10445","TRINITY_DN3994_c3_g2_i2","NA"
"21476","K18597","TRINITY_DN3983_c0_g2_i1","NA"
"21482","K08799","TRINITY_DN3929_c1_g2_i1","NA"
"21483","K10688","TRINITY_DN3929_c0_g1_i1","ko04120"
"21484","K08994","TRINITY_DN3946_c1_g1_i6","NA"
"21485","K04710","TRINITY_DN3946_c0_g1_i1","ko00600"
"21487","K04710","TRINITY_DN3946_c0_g2_i4","ko00600"
"21489","K05309","TRINITY_DN3944_c0_g1_i4","ko00590"
"21491","K02942","TRINITY_DN3968_c0_g1_i5","ko03010"
"21492","K09256","TRINITY_DN3968_c0_g2_i1","NA"
"21500","K08057","TRINITY_DN3962_c0_g4_i1","ko04141"
"21502","K05849","TRINITY_DN3962_c0_g1_i1","ko04020"
"21504","K05849","TRINITY_DN3962_c0_g3_i1","ko04020"
"21508","K08994","TRINITY_DN3962_c1_g2_i1","NA"
"21515","K09522","TRINITY_DN3903_c1_g1_i3","NA"
"21525","K05389","TRINITY_DN827_c0_g1_i2","NA"
"21527","K10577","TRINITY_DN44504_c0_g1_i1","ko03013"
"21535","K07767","TRINITY_DN819_c7_g1_i1","NA"
"21537","K18764","TRINITY_DN819_c1_g2_i3","NA"
"21540","K20222","TRINITY_DN886_c0_g3_i1","NA"
"21541","K15100","TRINITY_DN850_c0_g1_i2","NA"
"21542","K18932","TRINITY_DN851_c0_g1_i3","NA"
"21543","K20029","TRINITY_DN851_c0_g2_i2","NA"
"21544","K12375","TRINITY_DN846_c2_g1_i1","NA"
"21557","K00232","TRINITY_DN897_c0_g7_i1","ko00071"
"21563","K00600","TRINITY_DN835_c0_g1_i1","ko00260"
"21567","K12160","TRINITY_DN847_c0_g1_i4","ko03013"
"21570","K02937","TRINITY_DN858_c0_g1_i4","ko03010"
"21572","K00761","TRINITY_DN844_c1_g1_i1","ko00240"
"21573","K07915","TRINITY_DN844_c0_g1_i1","NA"
"21582","K00006","TRINITY_DN859_c0_g1_i3","ko00564"
"21583","K00006","TRINITY_DN859_c0_g2_i2","ko00564"
"21586","K03234","TRINITY_DN839_c0_g1_i1","ko04152"
"21587","K10839","TRINITY_DN852_c0_g1_i3","ko03420"
"21588","K07300","TRINITY_DN889_c0_g4_i1","NA"
"21589","K17938","TRINITY_DN889_c0_g1_i4","NA"
"21596","K12567","TRINITY_DN899_c0_g1_i1","ko05410"
"21602","K14379","TRINITY_DN802_c0_g1_i2","ko00740"
"21605","K07300","TRINITY_DN808_c0_g5_i1","NA"
"21607","K07300","TRINITY_DN808_c0_g2_i1","NA"
"21608","K14843","TRINITY_DN808_c0_g3_i1","NA"
"21612","K07957","TRINITY_DN801_c1_g1_i1","NA"
"21617","K15109","TRINITY_DN824_c0_g1_i2","ko04714"
"21621","K20296","TRINITY_DN875_c1_g1_i1","NA"
"21623","K04411","TRINITY_DN878_c1_g1_i1","ko04010"
"21631","K04412","TRINITY_DN862_c0_g2_i4","ko04010"
"21633","K11654","TRINITY_DN862_c3_g1_i1","NA"
"21637","K10904","TRINITY_DN862_c1_g2_i2","NA"
"21645","K10393","TRINITY_DN880_c4_g1_i4","NA"
"21646","K03240","TRINITY_DN880_c7_g1_i1","ko03013"
"21648","K15015","TRINITY_DN880_c8_g1_i4","ko04721"
"21649","K12818","TRINITY_DN833_c0_g1_i1","ko03040"
"21650","K00911","TRINITY_DN800_c0_g1_i2","ko00562"
"21656","K07200","TRINITY_DN863_c0_g1_i1","ko04068"
"21660","K14800","TRINITY_DN883_c2_g1_i2","NA"
"21664","K00472","TRINITY_DN898_c0_g1_i1","ko00330"
"21665","K00472","TRINITY_DN898_c0_g2_i1","ko00330"
"21667","K10610","TRINITY_DN836_c1_g2_i1","ko03420"
"21669","K10380","TRINITY_DN836_c0_g2_i2","ko04624"
"21684","K03654","TRINITY_DN825_c5_g1_i1","ko03018"
"21686","K04986","TRINITY_DN825_c0_g2_i2","NA"
"21690","K15734","TRINITY_DN20290_c0_g1_i1","ko00830"
"21709","K02493","TRINITY_DN845_c2_g1_i2","NA"
"21714","K07019","TRINITY_DN38908_c0_g1_i1","NA"
"21719","K15779","TRINITY_DN13087_c1_g1_i1","ko00010"
"21722","K12396","TRINITY_DN38960_c0_g1_i1","ko04142"
"21736","K04976","TRINITY_DN38999_c0_g1_i1","NA"
"21741","K21993","TRINITY_DN30270_c0_g1_i1","NA"
"21745","K16571","TRINITY_DN30258_c0_g1_i1","NA"
"21754","K10380","TRINITY_DN30205_c0_g1_i2","ko04624"
"21757","K04936","TRINITY_DN30297_c0_g1_i1","ko04022"
"21765","K01381","TRINITY_DN38304_c0_g1_i1","ko04138"
"21769","K07562","TRINITY_DN20276_c0_g1_i1","ko03008"
"21777","K19525","TRINITY_DN20255_c0_g1_i2","NA"
"21779","K01113","TRINITY_DN38370_c0_g1_i1","ko00790"
"21783","K09508","TRINITY_DN20247_c0_g1_i6","ko04141"
"21784","K01858","TRINITY_DN38356_c0_g1_i1","ko00521"
"21785","K04075","TRINITY_DN38374_c0_g1_i1","NA"
"21786","K03043","TRINITY_DN38398_c0_g1_i1","ko03020"
"21793","K15103","TRINITY_DN20229_c0_g1_i1","NA"
"21799","K11978","TRINITY_DN18967_c0_g1_i1","NA"
"21804","K02984","TRINITY_DN18941_c0_g1_i1","ko03010"
"21809","K06173","TRINITY_DN18977_c0_g3_i1","NA"
"21810","K13347","TRINITY_DN20243_c0_g1_i1","ko04146"
"21813","K10408","TRINITY_DN18917_c0_g1_i1","ko05016"
"21814","K06115","TRINITY_DN18987_c0_g1_i1","NA"
"21815","K11754","TRINITY_DN18993_c0_g1_i2","ko00790"
"21816","K04739","TRINITY_DN18920_c0_g1_i2","ko04910"
"21823","K06269","TRINITY_DN18922_c0_g2_i1","ko03015"
"21825","K13338","TRINITY_DN20220_c0_g1_i1","ko04146"
"21827","K20308","TRINITY_DN26925_c0_g1_i1","NA"
"21830","K00866","TRINITY_DN26989_c0_g1_i1","ko00564"
"21833","K16466","TRINITY_DN26957_c0_g1_i1","NA"
"21838","K18757","TRINITY_DN26932_c0_g1_i1","NA"
"21840","K05765","TRINITY_DN26920_c0_g1_i1","ko04360"
"21841","K13216","TRINITY_DN26971_c0_g1_i1","NA"
"21842","K03844","TRINITY_DN26933_c0_g1_i1","ko00510"
"21843","K01137","TRINITY_DN26906_c0_g1_i1","ko00531"
"21844","K11824","TRINITY_DN20279_c0_g2_i1","ko04144"
"21850","K10394","TRINITY_DN4451_c0_g3_i1","ko04340"
"21852","K15102","TRINITY_DN4474_c0_g1_i4","NA"
"21854","K16815","TRINITY_DN4474_c2_g2_i2","NA"
"21855","K16815","TRINITY_DN4474_c2_g1_i1","NA"
"21856","K03131","TRINITY_DN4483_c0_g1_i2","ko03022"
"21859","K09592","TRINITY_DN4460_c0_g2_i1","ko04066"
"21865","K06636","TRINITY_DN4421_c2_g2_i6","ko04110"
"21866","K06636","TRINITY_DN4421_c2_g3_i1","ko04110"
"21869","K01676","TRINITY_DN4421_c2_g4_i2","ko00020"
"21872","K00670","TRINITY_DN4495_c0_g1_i2","NA"
"21875","K17918","TRINITY_DN4430_c0_g1_i6","ko04144"
"21876","K10380","TRINITY_DN4430_c0_g2_i2","ko04624"
"21879","K03083","TRINITY_DN4463_c0_g1_i3","ko01521"
"21880","K03086","TRINITY_DN4415_c0_g1_i1","NA"
"21883","K03327","TRINITY_DN4473_c1_g1_i1","NA"
"21885","K10591","TRINITY_DN4411_c2_g2_i1","ko04011"
"21905","K15261","TRINITY_DN4458_c1_g5_i1","NA"
"21906","K00911","TRINITY_DN4422_c1_g1_i8","ko00562"
"21910","K13988","TRINITY_DN4472_c0_g1_i1","ko00230"
"21916","K14805","TRINITY_DN4487_c4_g2_i1","NA"
"21917","K13179","TRINITY_DN4487_c1_g1_i1","NA"
"21919","K07376","TRINITY_DN4477_c0_g1_i1","ko04022"
"21928","K00799","TRINITY_DN4445_c2_g1_i1","ko00480"
"21931","K18749","TRINITY_DN4478_c0_g1_i5","NA"
"21964","K02735","TRINITY_DN4471_c0_g1_i2","ko03050"
"21966","K03301","TRINITY_DN4416_c0_g1_i3","NA"
"21969","K01772","TRINITY_DN4402_c0_g1_i1","ko00860"
"21974","K07890","TRINITY_DN4404_c0_g1_i2","NA"
"21975","K15272","TRINITY_DN4475_c0_g1_i9","NA"
"21980","K10393","TRINITY_DN4450_c0_g1_i1","NA"
"21983","K01008","TRINITY_DN4461_c0_g1_i2","ko00450"
"21986","K10837","TRINITY_DN4462_c0_g1_i4","ko00450"
"21994","K08857","TRINITY_DN4412_c0_g6_i1","NA"
"21998","K04373","TRINITY_DN4412_c0_g1_i5","ko04010"
"22002","K14684","TRINITY_DN4436_c0_g2_i1","NA"
"22007","K05016","TRINITY_DN20227_c0_g2_i1","NA"
"22010","K02952","TRINITY_DN4466_c1_g1_i1","ko03010"
"22015","K15162","TRINITY_DN20282_c0_g1_i1","ko04919"
"22018","K02915","TRINITY_DN45641_c0_g1_i1","ko03010"
"22031","K00943","TRINITY_DN45654_c0_g1_i1","ko00240"
"22032","K11160","TRINITY_DN45664_c0_g1_i1","ko00561"
"22057","K04536","TRINITY_DN20354_c0_g1_i2","ko04011"
"22058","K04536","TRINITY_DN20354_c0_g2_i1","ko04011"
"22078","K04850","TRINITY_DN20343_c0_g1_i1","ko04010"
"22089","K06877","TRINITY_DN20347_c0_g1_i2","NA"
"22092","K22255","TRINITY_DN20395_c0_g1_i1","NA"
"22094","K22390","TRINITY_DN20330_c0_g2_i3","NA"
"22096","K10405","TRINITY_DN20330_c1_g2_i1","NA"
"22099","K15430","TRINITY_DN20368_c0_g1_i1","NA"
"22117","K03686","TRINITY_DN19379_c0_g1_i1","NA"
"22119","K14437","TRINITY_DN20294_c0_g1_i1","NA"
"22120","K00645","TRINITY_DN19391_c0_g1_i1","ko00061"
"22125","K13347","TRINITY_DN19366_c0_g2_i1","ko04146"
"22126","K22614","TRINITY_DN19330_c1_g1_i1","NA"
"22131","K03164","TRINITY_DN19353_c0_g1_i1","ko01524"
"22135","K13720","TRINITY_DN19324_c1_g1_i1","NA"
"22139","K19009","TRINITY_DN19342_c0_g1_i1","NA"
"22146","K22614","TRINITY_DN19390_c0_g1_i5","NA"
"22149","K13988","TRINITY_DN19313_c0_g1_i1","ko00230"
"22153","K07305","TRINITY_DN19375_c1_g1_i1","NA"
"22157","K04955","TRINITY_DN8280_c0_g4_i1","ko04024"
"22158","K01883","TRINITY_DN6520_c0_g1_i9","ko00970"
"22166","K15377","TRINITY_DN8277_c0_g1_i2","ko05231"
"22168","K07941","TRINITY_DN8207_c0_g1_i1","ko04014"
"22170","K17584","TRINITY_DN8248_c0_g1_i1","NA"
"22171","K09419","TRINITY_DN8266_c0_g1_i2","NA"
"22172","K03574","TRINITY_DN8283_c0_g1_i1","NA"
"22176","K22757","TRINITY_DN8273_c0_g1_i1","NA"
"22177","K08857","TRINITY_DN13042_c0_g1_i1","NA"
"22179","K20783","TRINITY_DN8282_c0_g1_i2","ko00514"
"22181","K03029","TRINITY_DN8226_c0_g1_i4","ko03050"
"22182","K16175","TRINITY_DN8278_c0_g1_i2","ko04390"
"22188","K14809","TRINITY_DN8270_c1_g1_i1","NA"
"22189","K03217","TRINITY_DN6583_c0_g1_i1","ko02024"
"22196","K16296","TRINITY_DN8259_c0_g1_i3","NA"
"22198","K01903","TRINITY_DN8205_c0_g3_i1","ko00020"
"22200","K11438","TRINITY_DN8250_c1_g1_i1","NA"
"22203","K15276","TRINITY_DN8247_c0_g2_i1","NA"
"22209","K17508","TRINITY_DN8209_c0_g1_i1","NA"
"22210","K01426","TRINITY_DN8244_c1_g1_i5","ko00330"
"22212","K23353","TRINITY_DN8293_c0_g1_i5","NA"
"22214","K03834","TRINITY_DN8243_c0_g1_i1","NA"
"22215","K10847","TRINITY_DN8256_c0_g1_i2","ko01524"
"22222","K00889","TRINITY_DN8203_c3_g1_i1","ko00562"
"22237","K13444","TRINITY_DN8294_c0_g1_i1","ko04142"
"22244","K03321","TRINITY_DN8264_c0_g1_i5","NA"
"22246","K01082","TRINITY_DN8211_c0_g1_i1","ko00920"
"22249","K03704","TRINITY_DN8296_c0_g1_i1","NA"
"22250","K02183","TRINITY_DN8233_c0_g1_i1","ko04014"
"22252","K20407","TRINITY_DN8241_c0_g1_i13","ko04150"
"22258","K02183","TRINITY_DN8286_c0_g1_i1","ko04014"
"22259","K05970","TRINITY_DN8262_c0_g1_i5","NA"
"22262","K03368","TRINITY_DN21584_c0_g1_i1","ko00512"
"22265","K01627","TRINITY_DN21579_c0_g1_i1","ko00540"
"22276","K15538","TRINITY_DN6530_c1_g1_i1","NA"
"22277","K00472","TRINITY_DN21536_c0_g1_i1","ko00330"
"22287","K03143","TRINITY_DN21535_c0_g1_i1","ko03022"
"22294","K03248","TRINITY_DN21538_c0_g1_i3","ko03013"
"22297","K00284","TRINITY_DN21508_c0_g4_i4","ko00630"
"22298","K00264","TRINITY_DN21508_c0_g5_i1","ko00250"
"22300","K01315","TRINITY_DN21500_c0_g2_i1","ko04080"
"22303","K02144","TRINITY_DN6562_c0_g1_i1","ko00190"
"22306","K06630","TRINITY_DN47537_c0_g1_i1","ko04011"
"22311","K08504","TRINITY_DN47502_c0_g1_i1","ko04130"
"22312","K03234","TRINITY_DN45700_c0_g1_i1","ko04152"
"22315","K03979","TRINITY_DN45785_c0_g1_i1","NA"
"22321","K12559","TRINITY_DN45713_c0_g1_i1","ko04666"
"22322","K03236","TRINITY_DN45752_c0_g1_i1","ko03013"
"22326","K01008","TRINITY_DN45724_c0_g1_i1","ko00450"
"22328","K22520","TRINITY_DN45728_c0_g1_i1","NA"
"22329","K13214","TRINITY_DN45746_c0_g1_i1","NA"
"22330","K22017","TRINITY_DN45790_c0_g1_i1","NA"
"22332","K03320","TRINITY_DN45701_c0_g1_i1","NA"
"22333","K01493","TRINITY_DN6588_c0_g2_i2","ko00240"
"22336","K10779","TRINITY_DN45765_c0_g1_i1","NA"
"22338","K10875","TRINITY_DN45769_c0_g1_i1","ko03440"
"22339","K01568","TRINITY_DN45773_c0_g1_i1","ko00010"
"22341","K01493","TRINITY_DN6588_c0_g3_i1","ko00240"
"22343","K08493","TRINITY_DN45796_c0_g1_i1","ko04130"
"22345","K01858","TRINITY_DN12996_c0_g1_i2","ko00521"
"22346","K02868","TRINITY_DN12986_c0_g1_i1","ko03010"
"22358","K10457","TRINITY_DN12938_c0_g1_i2","NA"
"22361","K01053","TRINITY_DN12907_c0_g1_i1","ko00030"
"22373","K12486","TRINITY_DN6565_c5_g1_i2","ko04144"
"22376","K03470","TRINITY_DN12984_c0_g1_i1","ko03030"
"22383","K21989","TRINITY_DN12969_c2_g1_i2","NA"
"22391","K11492","TRINITY_DN12983_c0_g1_i1","NA"
"22394","K12307","TRINITY_DN12902_c0_g1_i1","ko04142"
"22395","K08017","TRINITY_DN12994_c0_g1_i1","NA"
"22415","K00910","TRINITY_DN12976_c0_g1_i1","ko04062"
"22416","K05849","TRINITY_DN12989_c0_g1_i1","ko04020"
"22417","K05849","TRINITY_DN12989_c0_g2_i3","ko04020"
"22421","K00819","TRINITY_DN12916_c0_g1_i1","ko00330"
"22430","K05122","TRINITY_DN12926_c0_g1_i1","ko04310"
"22432","K03234","TRINITY_DN12958_c0_g1_i1","ko04152"
"22440","K12655","TRINITY_DN2046_c0_g3_i3","ko04622"
"22441","K06981","TRINITY_DN2071_c0_g4_i2","ko00900"
"22445","K12879","TRINITY_DN2071_c3_g1_i1","ko03013"
"22447","K10641","TRINITY_DN2071_c2_g1_i2","NA"
"22449","K14411","TRINITY_DN2096_c0_g4_i9","ko03015"
"22458","K19882","TRINITY_DN2072_c4_g1_i1","ko04310"
"22462","K05633","TRINITY_DN2038_c0_g1_i3","ko04120"
"22463","K12343","TRINITY_DN2066_c0_g1_i4","ko00140"
"22467","K10712","TRINITY_DN2032_c0_g1_i1","ko00430"
"22471","K00364","TRINITY_DN2081_c0_g1_i3","ko00230"
"22476","K01256","TRINITY_DN6584_c0_g1_i5","ko00480"
"22478","K09486","TRINITY_DN2047_c0_g1_i1","ko04141"
"22479","K12446","TRINITY_DN2047_c3_g2_i2","ko00520"
"22481","K08669","TRINITY_DN2047_c8_g1_i1","ko04210"
"22483","K00463","TRINITY_DN2047_c1_g4_i2","ko00380"
"22488","K13221","TRINITY_DN2099_c0_g1_i3","NA"
"22501","K04739","TRINITY_DN2062_c0_g5_i1","ko04910"
"22504","K10297","TRINITY_DN2025_c0_g1_i1","NA"
"22509","K22614","TRINITY_DN2067_c0_g1_i1","NA"
"22520","K05302","TRINITY_DN2048_c2_g2_i2","NA"
"22524","K03847","TRINITY_DN2008_c5_g1_i1","ko00510"
"22525","K09716","TRINITY_DN2008_c0_g1_i1","NA"
"22527","K09716","TRINITY_DN2008_c0_g3_i1","NA"
"22533","K15289","TRINITY_DN2008_c2_g1_i2","NA"
"22534","K10949","TRINITY_DN2006_c0_g1_i7","ko05110"
"22535","K15306","TRINITY_DN2029_c0_g1_i1","ko05166"
"22546","K11862","TRINITY_DN2054_c0_g2_i1","NA"
"22554","K19679","TRINITY_DN2024_c0_g1_i2","NA"
"22556","K01760","TRINITY_DN2024_c1_g2_i2","ko00270"
"22557","K11804","TRINITY_DN6551_c1_g1_i2","NA"
"22560","K14066","TRINITY_DN2023_c0_g1_i1","ko00900"
"22565","K14779","TRINITY_DN2022_c1_g1_i1","NA"
"22566","K02719","TRINITY_DN2014_c0_g1_i5","ko00195"
"22571","K04078","TRINITY_DN2058_c0_g1_i2","NA"
"22572","K21435","TRINITY_DN2091_c0_g1_i1","NA"
"22574","K00111","TRINITY_DN2082_c0_g1_i1","ko00564"
"22575","K03963","TRINITY_DN2087_c0_g1_i2","ko00190"
"22578","K15275","TRINITY_DN2079_c0_g4_i1","NA"
"22580","K15275","TRINITY_DN2079_c0_g2_i1","NA"
"22581","K15275","TRINITY_DN2079_c0_g3_i2","NA"
"22587","K02687","TRINITY_DN2021_c3_g1_i2","NA"
"22591","K01134","TRINITY_DN2021_c2_g1_i8","ko00600"
"22593","K03248","TRINITY_DN2021_c1_g4_i1","ko03013"
"22594","K18646","TRINITY_DN2016_c0_g1_i4","NA"
"22599","K14640","TRINITY_DN2075_c0_g1_i1","NA"
"22600","K20165","TRINITY_DN2010_c1_g1_i5","NA"
"22601","K14820","TRINITY_DN6563_c0_g1_i1","NA"
"22605","K09414","TRINITY_DN2051_c2_g1_i1","ko04212"
"22608","K19753","TRINITY_DN2004_c0_g1_i1","NA"
"22625","K10752","TRINITY_DN28936_c0_g1_i1","ko04218"
"22631","K18061","TRINITY_DN11268_c0_g1_i1","NA"
"22637","K16684","TRINITY_DN11226_c0_g3_i3","ko04390"
"22640","K08857","TRINITY_DN6575_c0_g1_i6","NA"
"22643","K20888","TRINITY_DN11294_c2_g1_i1","NA"
"22644","K16302","TRINITY_DN11227_c0_g1_i4","NA"
"22654","K17609","TRINITY_DN11214_c0_g1_i2","NA"
"22657","K20028","TRINITY_DN11201_c0_g1_i1","NA"
"22658","K14771","TRINITY_DN11290_c0_g1_i4","NA"
"22662","K03929","TRINITY_DN11206_c0_g1_i1","NA"
"22663","K14209","TRINITY_DN11277_c0_g1_i2","ko04138"
"22664","K10645","TRINITY_DN11217_c0_g1_i1","NA"
"22667","K03650","TRINITY_DN11216_c0_g1_i2","NA"
"22669","K13501","TRINITY_DN11220_c0_g1_i1","ko00400"
"22673","K03327","TRINITY_DN6598_c0_g1_i5","NA"
"22678","K00717","TRINITY_DN11210_c0_g1_i5","ko00510"
"22682","K13412","TRINITY_DN11266_c0_g2_i2","ko04626"
"22683","K20879","TRINITY_DN6507_c0_g4_i1","NA"
"22687","K03260","TRINITY_DN11236_c3_g1_i1","ko03013"
"22690","K01893","TRINITY_DN11240_c0_g1_i1","ko00970"
"22691","K15109","TRINITY_DN11279_c0_g1_i4","ko04714"
"22694","K20879","TRINITY_DN6507_c0_g1_i1","NA"
"22705","K08866","TRINITY_DN6507_c0_g2_i1","ko04110"
"22709","K01408","TRINITY_DN11233_c3_g1_i2","ko05010"
"22714","K09582","TRINITY_DN11273_c0_g1_i1","ko04141"
"22715","K01886","TRINITY_DN11223_c0_g1_i1","ko00970"
"22716","K20879","TRINITY_DN6507_c0_g3_i1","NA"
"22717","K01886","TRINITY_DN11223_c0_g2_i2","ko00970"
"22720","K14787","TRINITY_DN11232_c0_g2_i1","NA"
"22723","K10706","TRINITY_DN11218_c1_g1_i1","NA"
"22724","K19029","TRINITY_DN11218_c0_g1_i3","ko00051"
"22726","K00326","TRINITY_DN11282_c1_g1_i4","ko00520"
"22729","K03321","TRINITY_DN11282_c0_g2_i1","NA"
"22738","K06955","TRINITY_DN18724_c0_g1_i1","NA"
"22745","K22071","TRINITY_DN18715_c0_g1_i1","NA"
"22754","K05349","TRINITY_DN18756_c0_g1_i1","ko00460"
"22763","K08802","TRINITY_DN18776_c0_g2_i1","NA"
"22764","K00586","TRINITY_DN18719_c0_g1_i1","NA"
"22765","K06173","TRINITY_DN18704_c0_g1_i1","NA"
"22768","K05542","TRINITY_DN18773_c0_g1_i1","NA"
"22769","K15289","TRINITY_DN13070_c0_g1_i4","NA"
"22770","K15111","TRINITY_DN6559_c1_g3_i1","NA"
"22787","K02693","TRINITY_DN33565_c0_g1_i1","ko00195"
"22805","K03105","TRINITY_DN33537_c0_g1_i1","ko03060"
"22806","K00799","TRINITY_DN33584_c0_g1_i1","ko00480"
"22811","K00648","TRINITY_DN33556_c0_g1_i1","ko00061"
"22819","K01834","TRINITY_DN33594_c0_g1_i1","ko00010"
"22826","K09250","TRINITY_DN327_c0_g2_i10","NA"
"22828","K11548","TRINITY_DN352_c1_g1_i1","NA"
"22830","K12614","TRINITY_DN352_c0_g3_i4","ko03018"
"22832","K06175","TRINITY_DN322_c0_g2_i7","NA"
"22833","K06560","TRINITY_DN322_c3_g1_i1","ko04145"
"22837","K04608","TRINITY_DN362_c0_g2_i1","ko04072"
"22841","K00434","TRINITY_DN350_c0_g1_i1","ko00053"
"22847","K15276","TRINITY_DN340_c0_g1_i1","NA"
"22848","K01057","TRINITY_DN375_c0_g1_i1","ko00030"
"22853","K23343","TRINITY_DN375_c1_g1_i5","NA"
"22854","K12200","TRINITY_DN375_c2_g1_i1","ko04144"
"22858","K07952","TRINITY_DN374_c0_g3_i1","NA"
"22860","K05668","TRINITY_DN6595_c0_g5_i1","ko01523"
"22862","K09647","TRINITY_DN361_c0_g1_i1","ko03060"
"22863","K03320","TRINITY_DN361_c0_g2_i3","NA"
"22864","K03070","TRINITY_DN307_c0_g4_i1","ko02024"
"22865","K05858","TRINITY_DN307_c0_g1_i1","ko00562"
"22866","K03070","TRINITY_DN307_c0_g2_i2","ko02024"
"22867","K05858","TRINITY_DN307_c0_g3_i2","ko00562"
"22868","K10395","TRINITY_DN307_c3_g1_i2","NA"
"22869","K10395","TRINITY_DN307_c3_g2_i1","NA"
"22873","K22745","TRINITY_DN319_c0_g1_i5","ko04115"
"22874","K07935","TRINITY_DN305_c0_g1_i1","NA"
"22878","K10357","TRINITY_DN321_c2_g3_i2","NA"
"22879","K00323","TRINITY_DN321_c3_g1_i1","ko00760"
"22882","K17821","TRINITY_DN321_c1_g2_i1","NA"
"22886","K06999","TRINITY_DN335_c1_g2_i1","NA"
"22888","K17917","TRINITY_DN388_c0_g1_i1","ko04144"
"22893","K10756","TRINITY_DN339_c0_g1_i3","ko03030"
"22895","K19525","TRINITY_DN379_c1_g1_i3","NA"
"22908","K09527","TRINITY_DN316_c0_g1_i8","NA"
"22910","K04799","TRINITY_DN387_c0_g1_i1","ko03030"
"22913","K11862","TRINITY_DN399_c0_g1_i1","NA"
"22915","K01807","TRINITY_DN396_c0_g2_i3","ko00030"
"22917","K02998","TRINITY_DN347_c0_g1_i2","ko03010"
"22919","K00655","TRINITY_DN369_c0_g1_i2","ko00561"
"22921","K03377","TRINITY_DN325_c0_g1_i1","NA"
"22923","K06675","TRINITY_DN371_c3_g1_i3","ko04111"
"22926","K06675","TRINITY_DN371_c1_g1_i5","ko04111"
"22928","K06675","TRINITY_DN371_c2_g1_i1","ko04111"
"22929","K21480","TRINITY_DN330_c0_g1_i2","ko00860"
"22935","K20278","TRINITY_DN394_c1_g2_i1","ko00562"
"22936","K20278","TRINITY_DN394_c1_g1_i4","ko00562"
"22938","K01025","TRINITY_DN6593_c0_g1_i3","NA"
"22950","K20781","TRINITY_DN357_c1_g2_i1","ko00514"
"22951","K20781","TRINITY_DN357_c1_g1_i1","ko00514"
"22952","K20781","TRINITY_DN357_c2_g1_i1","ko00514"
"22953","K01953","TRINITY_DN357_c0_g1_i1","ko00250"
"22954","K09503","TRINITY_DN367_c0_g1_i3","ko04141"
"22955","K17086","TRINITY_DN391_c0_g4_i1","NA"
"22956","K13289","TRINITY_DN391_c0_g6_i1","ko04142"
"22957","K17086","TRINITY_DN391_c0_g7_i1","NA"
"22958","K17086","TRINITY_DN391_c0_g1_i1","NA"
