original,renamed
TRINITY_DN40848_c0_g1_i1 len=723 path=[0:0-722],Transcript_23302
TRINITY_DN40832_c0_g1_i1 len=499 path=[0:0-498],Transcript_23303
TRINITY_DN40815_c0_g1_i1 len=1476 path=[0:0-1475],Transcript_23304
TRINITY_DN40802_c0_g1_i1 len=1014 path=[0:0-1013],Transcript_23305
TRINITY_DN40886_c0_g1_i1 len=457 path=[0:0-456],Transcript_23306
TRINITY_DN40864_c0_g1_i1 len=272 path=[0:0-271],Transcript_23307
TRINITY_DN40803_c0_g1_i1 len=298 path=[0:0-297],Transcript_23308
TRINITY_DN40855_c0_g1_i1 len=218 path=[0:0-217],Transcript_23309
TRINITY_DN40834_c0_g1_i1 len=356 path=[0:0-355],Transcript_23310
TRINITY_DN40840_c0_g1_i1 len=324 path=[0:0-323],Transcript_23311
TRINITY_DN40820_c0_g1_i1 len=680 path=[0:0-679],Transcript_23312
TRINITY_DN40814_c0_g1_i1 len=378 path=[0:0-377],Transcript_23313
TRINITY_DN40822_c0_g1_i1 len=1016 path=[0:0-1015],Transcript_23314
TRINITY_DN40863_c0_g1_i1 len=1208 path=[0:0-1207],Transcript_23315
TRINITY_DN40835_c0_g1_i1 len=357 path=[0:0-356],Transcript_23316
TRINITY_DN40866_c0_g1_i1 len=210 path=[0:0-209],Transcript_23317
TRINITY_DN40846_c0_g1_i1 len=738 path=[0:0-737],Transcript_23318
TRINITY_DN40809_c0_g1_i1 len=1922 path=[0:0-1921],Transcript_23319
TRINITY_DN40829_c0_g1_i1 len=488 path=[0:0-487],Transcript_23320
TRINITY_DN40813_c0_g1_i1 len=383 path=[0:0-382],Transcript_23321
TRINITY_DN40837_c0_g1_i1 len=282 path=[0:0-281],Transcript_23322
TRINITY_DN40874_c0_g1_i1 len=441 path=[0:0-440],Transcript_23323
TRINITY_DN40839_c0_g1_i1 len=677 path=[0:0-676],Transcript_23324
TRINITY_DN40861_c0_g1_i1 len=296 path=[0:0-295],Transcript_23325
TRINITY_DN40871_c0_g1_i1 len=272 path=[0:0-271],Transcript_23326
TRINITY_DN40818_c0_g1_i1 len=326 path=[0:0-325],Transcript_23327
TRINITY_DN40883_c0_g1_i1 len=613 path=[0:0-612],Transcript_23328
TRINITY_DN40897_c0_g1_i1 len=269 path=[0:0-268],Transcript_23329
TRINITY_DN9482_c0_g1_i3 len=2367 path=[0:0-1485 2:1486-2126 3:2127-2345 4:2346-2366],Transcript_23330
TRINITY_DN9485_c0_g1_i1 len=1084 path=[0:0-598 1:599-907 2:908-1003 3:1004-1083],Transcript_23331
TRINITY_DN9413_c0_g1_i1 len=1622 path=[0:0-1621],Transcript_23332
TRINITY_DN9413_c0_g2_i2 len=1946 path=[0:0-603 1:604-1945],Transcript_23333
TRINITY_DN9413_c3_g1_i2 len=1382 path=[0:0-1381],Transcript_23334
TRINITY_DN9413_c1_g1_i1 len=3797 path=[0:0-3796],Transcript_23335
TRINITY_DN9413_c2_g1_i1 len=638 path=[0:0-637],Transcript_23336
TRINITY_DN9452_c0_g1_i1 len=1071 path=[0:0-1070],Transcript_23337
TRINITY_DN9403_c2_g1_i1 len=365 path=[0:0-364],Transcript_23338
TRINITY_DN9403_c0_g1_i1 len=714 path=[0:0-713],Transcript_23339
TRINITY_DN9483_c0_g1_i1 len=928 path=[0:0-927],Transcript_23340
TRINITY_DN9487_c0_g2_i1 len=1713 path=[0:0-1712],Transcript_23341
TRINITY_DN9499_c0_g1_i1 len=1642 path=[0:0-1039 1:1040-1235 2:1236-1641],Transcript_23342
TRINITY_DN9428_c0_g1_i1 len=1396 path=[0:0-1395],Transcript_23343
TRINITY_DN9410_c0_g1_i2 len=861 path=[0:0-262 2:263-334 3:335-568 4:569-860],Transcript_23344
TRINITY_DN9475_c0_g1_i5 len=1773 path=[1:0-547 3:548-737 4:738-801 5:802-890 7:891-909 9:910-955 11:956-1772],Transcript_23345
TRINITY_DN9475_c1_g3_i1 len=259 path=[0:0-258],Transcript_23346
TRINITY_DN9475_c2_g1_i2 len=1536 path=[0:0-843 1:844-963 2:964-1535],Transcript_23347
TRINITY_DN9475_c1_g4_i1 len=2103 path=[0:0-1450 1:1451-1646 2:1647-2102],Transcript_23348
TRINITY_DN9449_c0_g1_i1 len=958 path=[0:0-957],Transcript_23349
TRINITY_DN9472_c0_g1_i1 len=1496 path=[0:0-1495],Transcript_23350
TRINITY_DN9426_c0_g1_i4 len=1490 path=[0:0-1489],Transcript_23351
TRINITY_DN9459_c0_g1_i2 len=2252 path=[0:0-849 1:850-1040 2:1041-2251],Transcript_23352
TRINITY_DN9446_c1_g2_i1 len=1373 path=[0:0-1121 1:1122-1150 3:1151-1187 4:1188-1310 9:1311-1372],Transcript_23353
TRINITY_DN9458_c0_g1_i1 len=1103 path=[0:0-694 1:695-1102],Transcript_23354
TRINITY_DN9474_c0_g1_i1 len=854 path=[0:0-853],Transcript_23355
TRINITY_DN9435_c0_g1_i2 len=1810 path=[0:0-300 2:301-771 3:772-962 4:963-1809],Transcript_23356
TRINITY_DN9495_c0_g1_i1 len=1006 path=[0:0-1005],Transcript_23357
TRINITY_DN9454_c0_g1_i4 len=3823 path=[1:0-551 3:552-680 4:681-717 5:718-823 6:824-3006 7:3007-3084 8:3085-3149 9:3150-3262 10:3263-3822],Transcript_23358
TRINITY_DN9418_c0_g1_i1 len=1468 path=[0:0-1467],Transcript_23359
TRINITY_DN9477_c0_g1_i1 len=898 path=[0:0-897],Transcript_23360
TRINITY_DN9470_c0_g1_i1 len=710 path=[0:0-468 1:469-537 2:538-709],Transcript_23361
TRINITY_DN9470_c0_g2_i1 len=1372 path=[0:0-1371],Transcript_23362
TRINITY_DN9470_c0_g3_i1 len=1051 path=[0:0-1050],Transcript_23363
TRINITY_DN9470_c3_g1_i1 len=1185 path=[0:0-426 1:427-536 2:537-1184],Transcript_23364
TRINITY_DN9470_c2_g1_i1 len=1587 path=[0:0-757 3:758-1239 4:1240-1586],Transcript_23365
TRINITY_DN9498_c0_g1_i1 len=1082 path=[0:0-1081],Transcript_23366
TRINITY_DN9492_c0_g1_i1 len=2234 path=[0:0-2233],Transcript_23367
TRINITY_DN9492_c0_g2_i1 len=213 path=[0:0-212],Transcript_23368
TRINITY_DN9424_c0_g1_i1 len=1646 path=[0:0-488 2:489-599 3:600-1645],Transcript_23369
TRINITY_DN9489_c0_g1_i3 len=1198 path=[0:0-448 1:449-550 2:551-1197],Transcript_23370
TRINITY_DN9401_c0_g1_i1 len=1243 path=[0:0-1242],Transcript_23371
TRINITY_DN9494_c0_g1_i2 len=582 path=[0:0-450 2:451-581],Transcript_23372
TRINITY_DN9460_c0_g2_i1 len=757 path=[0:0-756],Transcript_23373
TRINITY_DN9433_c0_g1_i2 len=683 path=[0:0-229 2:230-391 3:392-682],Transcript_23374
TRINITY_DN9442_c0_g1_i1 len=1242 path=[0:0-1241],Transcript_23375
TRINITY_DN9442_c3_g1_i4 len=1223 path=[0:0-128 2:129-188 3:189-279 4:280-331 5:332-425 6:426-671 8:672-1222],Transcript_23376
TRINITY_DN9442_c4_g1_i3 len=2576 path=[0:0-862 1:863-933 2:934-2575],Transcript_23377
TRINITY_DN9442_c3_g2_i1 len=332 path=[0:0-331],Transcript_23378
TRINITY_DN9442_c2_g1_i3 len=1034 path=[1:0-193 2:194-344 4:345-1033],Transcript_23379
TRINITY_DN9497_c0_g1_i1 len=1588 path=[0:0-1587],Transcript_23380
TRINITY_DN9429_c2_g1_i1 len=769 path=[0:0-107 2:108-768],Transcript_23381
TRINITY_DN9429_c0_g1_i1 len=2360 path=[0:0-2359],Transcript_23382
TRINITY_DN9429_c0_g2_i1 len=1030 path=[0:0-1029],Transcript_23383
TRINITY_DN9438_c0_g1_i4 len=1139 path=[0:0-258 1:259-381 2:382-1138],Transcript_23384
TRINITY_DN9450_c0_g1_i1 len=1114 path=[0:0-1113],Transcript_23385
TRINITY_DN9425_c0_g1_i5 len=944 path=[0:0-352 1:353-431 2:432-582 3:583-605 4:606-608 5:609-659 6:660-943],Transcript_23386
TRINITY_DN9425_c3_g1_i4 len=437 path=[0:0-195 2:196-365 4:366-436],Transcript_23387
TRINITY_DN9425_c4_g1_i1 len=1456 path=[0:0-1455],Transcript_23388
TRINITY_DN9425_c1_g1_i1 len=1456 path=[0:0-1224 2:1225-1455],Transcript_23389
TRINITY_DN9425_c2_g1_i1 len=629 path=[0:0-628],Transcript_23390
TRINITY_DN9409_c0_g1_i1 len=858 path=[0:0-857],Transcript_23391
TRINITY_DN9411_c0_g1_i4 len=1403 path=[0:0-513 2:514-1402],Transcript_23392
TRINITY_DN9400_c0_g1_i1 len=1202 path=[0:0-1201],Transcript_23393
TRINITY_DN9461_c0_g1_i2 len=1074 path=[0:0-76 1:77-94 2:95-1073],Transcript_23394
TRINITY_DN9468_c0_g1_i2 len=1648 path=[0:0-558 1:559-633 2:634-1647],Transcript_23395
TRINITY_DN9462_c0_g1_i2 len=1317 path=[0:0-518 1:519-608 2:609-1316],Transcript_23396
TRINITY_DN9441_c0_g1_i2 len=1421 path=[0:0-1345 1:1346-1386 2:1387-1420],Transcript_23397
TRINITY_DN9420_c0_g1_i2 len=1685 path=[0:0-877 1:878-977 2:978-1684],Transcript_23398
TRINITY_DN9434_c0_g1_i5 len=1320 path=[0:0-253 1:254-318 2:319-1319],Transcript_23399
TRINITY_DN9407_c0_g1_i1 len=3245 path=[0:0-3244],Transcript_23400
TRINITY_DN9469_c0_g1_i1 len=1174 path=[0:0-1173],Transcript_23401
TRINITY_DN9415_c0_g1_i1 len=2052 path=[0:0-2051],Transcript_23402
TRINITY_DN9496_c0_g1_i1 len=1117 path=[0:0-1116],Transcript_23403
TRINITY_DN9416_c0_g1_i1 len=1101 path=[0:0-1100],Transcript_23404
TRINITY_DN9421_c0_g1_i4 len=2214 path=[0:0-625 1:626-759 2:760-2213],Transcript_23405
TRINITY_DN9437_c0_g1_i5 len=3762 path=[1:0-383 2:384-535 3:536-2514 5:2515-2943 6:2944-3761],Transcript_23406
TRINITY_DN9471_c0_g1_i1 len=1191 path=[0:0-1190],Transcript_23407
TRINITY_DN9451_c0_g1_i1 len=448 path=[0:0-447],Transcript_23408
TRINITY_DN9436_c0_g1_i2 len=1587 path=[0:0-862 1:863-863 2:864-1139 3:1140-1245 4:1246-1586],Transcript_23409
TRINITY_DN9405_c0_g1_i1 len=1741 path=[0:0-1740],Transcript_23410
TRINITY_DN9493_c0_g1_i1 len=1366 path=[0:0-1365],Transcript_23411
TRINITY_DN9479_c0_g1_i1 len=1679 path=[0:0-1678],Transcript_23412
TRINITY_DN9456_c1_g1_i12 len=2434 path=[2:0-633 4:634-758 6:759-819 8:820-896 10:897-946 12:947-1052 14:1053-1140 19:1141-1164 20:1165-1221 22:1222-1284 23:1285-1354 25:1355-1451 27:1452-1524 29:1525-1661 30:1662-1858 31:1859-2433],Transcript_23413
TRINITY_DN9440_c0_g1_i1 len=1755 path=[0:0-1754],Transcript_23414
TRINITY_DN9417_c0_g1_i1 len=400 path=[0:0-176 1:177-222 5:223-399],Transcript_23415
TRINITY_DN9448_c0_g1_i1 len=269 path=[0:0-268],Transcript_23416
TRINITY_DN9443_c0_g1_i1 len=1711 path=[0:0-1710],Transcript_23417
TRINITY_DN9445_c0_g1_i1 len=978 path=[0:0-977],Transcript_23418
TRINITY_DN9445_c0_g2_i1 len=347 path=[0:0-346],Transcript_23419
TRINITY_DN9445_c0_g3_i1 len=258 path=[0:0-257],Transcript_23420
TRINITY_DN9402_c0_g1_i1 len=1219 path=[0:0-1218],Transcript_23421
TRINITY_DN9481_c0_g1_i1 len=1567 path=[0:0-364 1:365-460 2:461-1566],Transcript_23422
TRINITY_DN9488_c0_g1_i1 len=3228 path=[0:0-3227],Transcript_23423
TRINITY_DN9447_c0_g1_i4 len=4021 path=[0:0-3237 1:3238-3335 2:3336-3671 3:3672-3734 4:3735-4020],Transcript_23424
TRINITY_DN9465_c0_g1_i3 len=1431 path=[0:0-1256 1:1257-1409 2:1410-1430],Transcript_23425
TRINITY_DN10982_c0_g2_i1 len=558 path=[0:0-557],Transcript_23426
TRINITY_DN10915_c0_g1_i1 len=559 path=[0:0-163 1:164-234 2:235-558],Transcript_23427
TRINITY_DN10985_c0_g1_i1 len=1073 path=[0:0-1072],Transcript_23428
TRINITY_DN10911_c0_g1_i6 len=2455 path=[0:0-752 1:753-773 2:774-821 3:822-930 4:931-1709 5:1710-1798 6:1799-2454],Transcript_23429
TRINITY_DN10976_c0_g1_i1 len=1523 path=[0:0-1522],Transcript_23430
TRINITY_DN10904_c0_g1_i1 len=847 path=[0:0-113 1:114-151 2:152-763 3:764-826 4:827-846],Transcript_23431
TRINITY_DN10905_c0_g1_i1 len=973 path=[0:0-972],Transcript_23432
TRINITY_DN10909_c0_g1_i2 len=1285 path=[0:0-1284],Transcript_23433
TRINITY_DN10906_c0_g1_i1 len=1215 path=[0:0-1214],Transcript_23434
TRINITY_DN10989_c0_g1_i1 len=203 path=[0:0-202],Transcript_23435
TRINITY_DN10988_c0_g1_i5 len=4312 path=[0:0-1825 2:1826-2025 3:2026-2026 4:2027-2869 5:2870-3442 6:3443-4311],Transcript_23436
TRINITY_DN10978_c1_g2_i1 len=407 path=[0:0-406],Transcript_23437
TRINITY_DN10978_c1_g1_i1 len=1192 path=[0:0-1191],Transcript_23438
TRINITY_DN10978_c0_g2_i3 len=1986 path=[0:0-1399 1:1400-1435 3:1436-1814 5:1815-1815 7:1816-1816 8:1817-1829 9:1830-1985],Transcript_23439
TRINITY_DN10978_c0_g3_i2 len=561 path=[0:0-560],Transcript_23440
TRINITY_DN10998_c0_g1_i1 len=1187 path=[0:0-1186],Transcript_23441
TRINITY_DN10923_c1_g1_i1 len=3168 path=[0:0-3167],Transcript_23442
TRINITY_DN10992_c0_g1_i1 len=1589 path=[0:0-1588],Transcript_23443
TRINITY_DN10953_c0_g1_i4 len=1932 path=[0:0-518 1:519-1327 3:1328-1931],Transcript_23444
TRINITY_DN10922_c0_g1_i1 len=447 path=[0:0-446],Transcript_23445
TRINITY_DN10939_c0_g1_i1 len=2188 path=[0:0-2187],Transcript_23446
TRINITY_DN10930_c0_g1_i1 len=1756 path=[0:0-1214 2:1215-1755],Transcript_23447
TRINITY_DN10901_c0_g1_i1 len=1540 path=[0:0-531 1:532-1539],Transcript_23448
TRINITY_DN10901_c5_g1_i1 len=1061 path=[0:0-1060],Transcript_23449
TRINITY_DN10901_c4_g1_i1 len=238 path=[0:0-237],Transcript_23450
TRINITY_DN10901_c1_g1_i5 len=1501 path=[0:0-508 2:509-685 4:686-757 5:758-767 7:768-880 8:881-1500],Transcript_23451
TRINITY_DN10901_c2_g1_i2 len=615 path=[0:0-432 1:433-614],Transcript_23452
TRINITY_DN10943_c0_g1_i2 len=1005 path=[0:0-731 1:732-807 2:808-1004],Transcript_23453
TRINITY_DN10960_c0_g1_i1 len=1534 path=[0:0-1533],Transcript_23454
TRINITY_DN10987_c0_g1_i1 len=790 path=[0:0-789],Transcript_23455
TRINITY_DN10912_c0_g1_i1 len=765 path=[0:0-600 1:601-666 2:667-764],Transcript_23456
TRINITY_DN10917_c1_g1_i1 len=453 path=[0:0-452],Transcript_23457
TRINITY_DN10917_c0_g1_i1 len=355 path=[0:0-354],Transcript_23458
TRINITY_DN10917_c0_g2_i1 len=421 path=[0:0-420],Transcript_23459
TRINITY_DN10984_c0_g1_i4 len=1533 path=[0:0-1532],Transcript_23460
TRINITY_DN10984_c0_g2_i1 len=249 path=[0:0-248],Transcript_23461
TRINITY_DN10963_c0_g1_i4 len=785 path=[0:0-558 1:559-664 2:665-784],Transcript_23462
TRINITY_DN10908_c0_g1_i1 len=1846 path=[0:0-1845],Transcript_23463
TRINITY_DN10933_c0_g1_i4 len=1341 path=[1:0-426 3:427-748 4:749-915 5:916-1340],Transcript_23464
TRINITY_DN10949_c1_g1_i1 len=711 path=[0:0-710],Transcript_23465
TRINITY_DN10949_c0_g1_i1 len=251 path=[0:0-147 2:148-250],Transcript_23466
TRINITY_DN10949_c0_g3_i4 len=1817 path=[0:0-311 3:312-323 4:324-432 5:433-1124 6:1125-1816],Transcript_23467
TRINITY_DN10993_c1_g1_i1 len=230 path=[0:0-229],Transcript_23468
TRINITY_DN10914_c0_g1_i3 len=1838 path=[0:0-615 1:616-784 2:785-946 3:947-1210 4:1211-1254 5:1255-1343 6:1344-1837],Transcript_23469
TRINITY_DN10971_c1_g1_i5 len=1856 path=[0:0-857 2:858-1855],Transcript_23470
TRINITY_DN10971_c0_g2_i1 len=254 path=[0:0-253],Transcript_23471
TRINITY_DN10958_c0_g1_i5 len=1405 path=[0:0-301 2:302-733 3:734-837 4:838-1331 6:1332-1404],Transcript_23472
TRINITY_DN10956_c0_g1_i2 len=1293 path=[0:0-532 1:533-620 2:621-1292],Transcript_23473
TRINITY_DN10959_c0_g1_i1 len=675 path=[0:0-674],Transcript_23474
TRINITY_DN10959_c0_g2_i1 len=481 path=[0:0-480],Transcript_23475
TRINITY_DN10959_c0_g3_i2 len=585 path=[0:0-438 2:439-584],Transcript_23476
TRINITY_DN10977_c0_g1_i5 len=825 path=[0:0-295 1:296-296 2:297-297 3:298-368 4:369-479 5:480-549 6:550-824],Transcript_23477
TRINITY_DN10952_c0_g1_i1 len=979 path=[0:0-978],Transcript_23478
TRINITY_DN10931_c0_g1_i3 len=1475 path=[0:0-518 1:519-1474],Transcript_23479
TRINITY_DN10955_c0_g1_i1 len=1202 path=[0:0-1201],Transcript_23480
TRINITY_DN10970_c0_g1_i1 len=502 path=[0:0-501],Transcript_23481
TRINITY_DN10970_c0_g2_i1 len=581 path=[0:0-580],Transcript_23482
TRINITY_DN10954_c0_g1_i4 len=2100 path=[0:0-952 1:953-1044 2:1045-1215 3:1216-1288 4:1289-2099],Transcript_23483
TRINITY_DN10986_c0_g1_i4 len=1828 path=[1:0-284 2:285-465 4:466-860 6:861-969 8:970-1827],Transcript_23484
TRINITY_DN10975_c1_g1_i1 len=364 path=[0:0-363],Transcript_23485
TRINITY_DN10975_c0_g1_i1 len=221 path=[0:0-220],Transcript_23486
TRINITY_DN10902_c0_g1_i1 len=1358 path=[0:0-1357],Transcript_23487
TRINITY_DN10994_c0_g1_i1 len=1340 path=[0:0-958 2:959-1339],Transcript_23488
TRINITY_DN10996_c0_g1_i1 len=2072 path=[0:0-2071],Transcript_23489
TRINITY_DN10968_c0_g1_i2 len=825 path=[1:0-351 2:352-619 3:620-688 5:689-713 6:714-824],Transcript_23490
TRINITY_DN10934_c0_g1_i2 len=1012 path=[0:0-713 2:714-774 3:775-1011],Transcript_23491
TRINITY_DN10995_c0_g1_i4 len=884 path=[0:0-883],Transcript_23492
TRINITY_DN10919_c0_g1_i1 len=1856 path=[0:0-1855],Transcript_23493
TRINITY_DN10969_c0_g1_i1 len=608 path=[0:0-607],Transcript_23494
TRINITY_DN10973_c0_g1_i2 len=978 path=[0:0-633 1:634-737 2:738-977],Transcript_23495
TRINITY_DN10918_c0_g1_i1 len=901 path=[0:0-900],Transcript_23496
TRINITY_DN10921_c0_g1_i1 len=1556 path=[0:0-1555],Transcript_23497
TRINITY_DN10947_c0_g1_i5 len=2745 path=[1:0-187 3:188-448 4:449-2143 6:2144-2744],Transcript_23498
TRINITY_DN10910_c0_g1_i4 len=1148 path=[0:0-1147],Transcript_23499
TRINITY_DN10944_c0_g1_i1 len=1470 path=[1:0-835 2:836-1469],Transcript_23500
TRINITY_DN10945_c0_g1_i1 len=1867 path=[0:0-1866],Transcript_23501
TRINITY_DN10961_c0_g4_i1 len=810 path=[0:0-809],Transcript_23502
TRINITY_DN10961_c1_g1_i1 len=240 path=[0:0-239],Transcript_23503
TRINITY_DN10961_c0_g1_i8 len=3309 path=[2:0-36 3:37-41 4:42-513 5:514-593 6:594-692 7:693-760 8:761-889 9:890-965 10:966-3308],Transcript_23504
TRINITY_DN10961_c0_g2_i1 len=1437 path=[0:0-733 1:734-1436],Transcript_23505
TRINITY_DN10964_c0_g1_i2 len=2150 path=[0:0-1159 1:1160-1283 2:1284-2149],Transcript_23506
TRINITY_DN10924_c0_g1_i1 len=1156 path=[0:0-1155],Transcript_23507
TRINITY_DN10925_c0_g1_i2 len=1221 path=[0:0-441 1:442-445 3:446-521 4:522-1012 6:1013-1220],Transcript_23508
TRINITY_DN10972_c0_g1_i2 len=2228 path=[1:0-793 2:794-2227],Transcript_23509
TRINITY_DN10948_c0_g1_i1 len=1974 path=[0:0-1532 1:1533-1596 2:1597-1973],Transcript_23510
TRINITY_DN10940_c0_g1_i1 len=1417 path=[0:0-1416],Transcript_23511
TRINITY_DN10980_c0_g1_i1 len=328 path=[0:0-327],Transcript_23512
TRINITY_DN10966_c0_g1_i2 len=737 path=[0:0-493 1:494-567 2:568-736],Transcript_23513
TRINITY_DN10951_c0_g1_i4 len=1750 path=[0:0-477 1:478-569 2:570-1343 3:1344-1411 4:1412-1749],Transcript_23514
TRINITY_DN10951_c0_g2_i1 len=979 path=[0:0-978],Transcript_23515
TRINITY_DN10999_c0_g1_i1 len=2386 path=[0:0-2385],Transcript_23516
TRINITY_DN10932_c0_g1_i1 len=1367 path=[0:0-1366],Transcript_23517
TRINITY_DN28195_c0_g1_i1 len=437 path=[0:0-436],Transcript_23518
TRINITY_DN28188_c0_g1_i1 len=237 path=[0:0-236],Transcript_23519
TRINITY_DN28172_c0_g1_i1 len=427 path=[0:0-426],Transcript_23520
TRINITY_DN28145_c0_g1_i1 len=381 path=[0:0-380],Transcript_23521
TRINITY_DN28129_c0_g1_i1 len=298 path=[0:0-297],Transcript_23522
TRINITY_DN28139_c0_g1_i1 len=278 path=[0:0-277],Transcript_23523
TRINITY_DN28144_c0_g1_i1 len=945 path=[0:0-944],Transcript_23524
TRINITY_DN28128_c0_g1_i1 len=568 path=[0:0-567],Transcript_23525
TRINITY_DN28154_c0_g1_i1 len=1276 path=[0:0-1275],Transcript_23526
TRINITY_DN28132_c0_g1_i1 len=418 path=[0:0-417],Transcript_23527
TRINITY_DN28176_c0_g2_i1 len=1749 path=[0:0-1748],Transcript_23528
TRINITY_DN28193_c0_g1_i1 len=774 path=[0:0-773],Transcript_23529
TRINITY_DN28185_c0_g1_i1 len=453 path=[0:0-452],Transcript_23530
TRINITY_DN28163_c0_g1_i1 len=279 path=[0:0-278],Transcript_23531
TRINITY_DN28175_c0_g1_i1 len=305 path=[0:0-304],Transcript_23532
TRINITY_DN28175_c0_g2_i1 len=364 path=[0:0-363],Transcript_23533
TRINITY_DN28199_c0_g2_i1 len=1006 path=[0:0-1005],Transcript_23534
TRINITY_DN28194_c0_g1_i1 len=570 path=[0:0-569],Transcript_23535
TRINITY_DN28164_c0_g1_i1 len=823 path=[0:0-822],Transcript_23536
TRINITY_DN28141_c0_g1_i2 len=402 path=[0:0-401],Transcript_23537
TRINITY_DN28114_c1_g1_i1 len=271 path=[0:0-270],Transcript_23538
TRINITY_DN28114_c0_g1_i1 len=342 path=[0:0-341],Transcript_23539
TRINITY_DN28162_c0_g1_i1 len=281 path=[0:0-280],Transcript_23540
TRINITY_DN28122_c0_g1_i1 len=1008 path=[0:0-1007],Transcript_23541
TRINITY_DN28148_c0_g1_i1 len=467 path=[0:0-466],Transcript_23542
TRINITY_DN17880_c0_g1_i1 len=2438 path=[0:0-1851 2:1852-2437],Transcript_23543
TRINITY_DN17896_c0_g1_i5 len=2221 path=[0:0-2220],Transcript_23544
TRINITY_DN17896_c0_g2_i3 len=1186 path=[0:0-423 1:424-532 2:533-1185],Transcript_23545
TRINITY_DN17896_c4_g1_i1 len=668 path=[0:0-667],Transcript_23546
TRINITY_DN17896_c2_g2_i1 len=345 path=[0:0-344],Transcript_23547
TRINITY_DN17896_c1_g1_i3 len=1282 path=[0:0-1281],Transcript_23548
TRINITY_DN17896_c2_g1_i1 len=321 path=[0:0-320],Transcript_23549
TRINITY_DN17861_c0_g1_i1 len=1121 path=[0:0-1120],Transcript_23550
TRINITY_DN17882_c0_g1_i1 len=781 path=[0:0-780],Transcript_23551
TRINITY_DN17882_c0_g2_i1 len=979 path=[0:0-978],Transcript_23552
TRINITY_DN17890_c0_g1_i1 len=1099 path=[0:0-501 2:502-731 4:732-1098],Transcript_23553
TRINITY_DN17829_c0_g1_i1 len=2646 path=[0:0-2645],Transcript_23554
TRINITY_DN17802_c0_g2_i1 len=1244 path=[1:0-624 2:625-1243],Transcript_23555
TRINITY_DN17869_c0_g1_i1 len=1048 path=[0:0-1047],Transcript_23556
TRINITY_DN17869_c0_g3_i2 len=431 path=[0:0-430],Transcript_23557
TRINITY_DN17869_c1_g1_i1 len=1425 path=[0:0-1424],Transcript_23558
TRINITY_DN17833_c0_g1_i1 len=220 path=[0:0-219],Transcript_23559
TRINITY_DN17854_c0_g1_i1 len=508 path=[0:0-507],Transcript_23560
TRINITY_DN17874_c0_g1_i1 len=1937 path=[0:0-1936],Transcript_23561
TRINITY_DN17842_c0_g2_i1 len=441 path=[0:0-440],Transcript_23562
TRINITY_DN17828_c0_g2_i1 len=709 path=[0:0-708],Transcript_23563
TRINITY_DN17872_c1_g1_i1 len=279 path=[0:0-278],Transcript_23564
TRINITY_DN17872_c2_g1_i1 len=302 path=[0:0-301],Transcript_23565
TRINITY_DN17872_c0_g1_i2 len=411 path=[0:0-410],Transcript_23566
TRINITY_DN17847_c0_g1_i1 len=711 path=[0:0-710],Transcript_23567
TRINITY_DN17856_c0_g1_i5 len=2078 path=[1:0-325 3:326-438 4:439-630 5:631-717 7:718-1083 8:1084-1210 10:1211-1642 11:1643-1798 13:1799-2077],Transcript_23568
TRINITY_DN17825_c0_g1_i3 len=1203 path=[0:0-507 1:508-1202],Transcript_23569
TRINITY_DN17825_c3_g1_i1 len=269 path=[0:0-268],Transcript_23570
TRINITY_DN17825_c2_g3_i2 len=241 path=[0:0-240],Transcript_23571
TRINITY_DN17824_c0_g1_i1 len=428 path=[0:0-427],Transcript_23572
TRINITY_DN17840_c0_g1_i1 len=949 path=[0:0-948],Transcript_23573
TRINITY_DN17864_c0_g1_i1 len=1179 path=[0:0-1178],Transcript_23574
TRINITY_DN17885_c0_g1_i1 len=292 path=[0:0-291],Transcript_23575
TRINITY_DN17836_c0_g1_i1 len=1199 path=[0:0-1198],Transcript_23576
TRINITY_DN17898_c0_g1_i4 len=1115 path=[0:0-1114],Transcript_23577
TRINITY_DN17812_c0_g1_i1 len=1376 path=[0:0-971 2:972-1375],Transcript_23578
TRINITY_DN17810_c0_g1_i1 len=432 path=[0:0-431],Transcript_23579
TRINITY_DN17865_c0_g1_i1 len=378 path=[0:0-377],Transcript_23580
TRINITY_DN17897_c1_g1_i1 len=1954 path=[1:0-505 2:506-1953],Transcript_23581
TRINITY_DN17897_c0_g1_i2 len=3209 path=[0:0-312 1:313-393 2:394-537 3:538-652 4:653-1945 5:1946-2035 7:2036-3091 8:3092-3208],Transcript_23582
TRINITY_DN17820_c0_g1_i1 len=433 path=[0:0-432],Transcript_23583
TRINITY_DN17814_c0_g4_i1 len=472 path=[0:0-471],Transcript_23584
TRINITY_DN17814_c0_g1_i1 len=738 path=[0:0-737],Transcript_23585
TRINITY_DN17814_c0_g3_i1 len=390 path=[0:0-389],Transcript_23586
TRINITY_DN17891_c0_g1_i1 len=3116 path=[0:0-3115],Transcript_23587
TRINITY_DN17821_c1_g2_i1 len=339 path=[0:0-338],Transcript_23588
TRINITY_DN17821_c1_g1_i2 len=651 path=[0:0-650],Transcript_23589
TRINITY_DN17821_c0_g1_i1 len=2320 path=[0:0-2319],Transcript_23590
TRINITY_DN17821_c0_g2_i1 len=806 path=[0:0-805],Transcript_23591
TRINITY_DN17815_c0_g1_i1 len=592 path=[0:0-591],Transcript_23592
